# id:19--19--19-1 
-0.19,-0.87,1
0.97,-0.18,-1
-0.77,0.14,1
-0.79,0.45,1
-0.75,0.06,-1
-0.76,0.24,1
0.84,-0.16,-1
-0.44,-0.61,-1
-0.2,0.39,1
0.23,-0.53,1
0.25,0.58,-1
0.58,-0.94,1
0.66,0.32,-1
-0.66,-0.69,-1
0.97,0.89,-1
0.88,-0.91,1
-0.28,0.51,1
-0.74,0.49,1
0.59,0.79,1
0.97,-0.5,1
0.7,-0.46,1
-0.87,-0.54,-1
0.22,-0.97,1
0.1,-0.18,-1
-0.26,0.75,1
-0.73,-0.36,-1
0.16,-0.69,-1
0,0.83,-1
-0.99,-0.78,1
-0.64,0.99,1
0.48,-0.58,1
-0.91,0.64,1
-0.81,0.31,1
-0.27,0.71,1
0.65,0.17,1
0.45,0.92,1
0.57,-0.77,1
-0.54,-0.29,1
-0.22,0.19,-1
-0.77,-0.09,1
0.12,-0.63,1
-0.61,-0.56,1
0.91,0.76,1
0.71,-0.81,1
0.57,-0.4,1
0.5,-0.6,1
-0.02,-0.94,1
0.89,-0.29,1
-0.45,0.2,1
0.99,-0.77,1
0.87,-0.69,1
-0.54,0.69,1
-0.47,0.73,1
0.55,-0.57,-1
0.41,0.8,1
-0.44,0.27,1
0.72,0.93,1
0.2,0.14,1
-0.32,0.69,1
-0.86,0.23,1
-0.05,-0.61,-1
0.91,0.64,-1
0.52,0.37,-1
-0.83,0.54,1
-0.16,0.14,1
-0.48,0.4,-1
0.08,0.83,-1
0.22,-0.19,-1
-0.18,-0.95,-1
-0.28,-0.19,1
-0.34,0.19,1
0.46,-0.06,-1
-0.1,-0.71,1
-0.71,-0.34,1
-0.21,0.94,1
-0.26,-0.92,1
0.73,0.05,1
-0.43,-0.54,1
-0.21,0.04,-1
-0.22,0.89,1
0.79,0.49,1
0.61,0.67,1
0.71,1,1
-0.2,-0.03,1
0.42,0.17,-1
-1,0.32,1
-0.59,-0.51,-1
0.08,0.97,1
-0.51,-0.56,1
0.9,-0.02,1
-0.09,-0.97,1
-1,0.97,1
0.27,-0.73,1
0.2,-0.76,1
-0.75,-0.66,-1
-0.4,-0.14,1
-0.81,0.58,1
0.27,0.01,1
-0.51,-0.62,1
-0.14,0.06,1
-0.45,0.46,1
0.98,-0.6,1
0.99,-0.26,1
0.9,0.66,1
-0.34,0.95,1
-0.81,-0.1,-1
0.79,0.52,1
0.04,-0.11,-1
-0.83,0.11,1
-0.24,0.32,1
0.69,-0.85,-1
-0.01,-0.46,1
-0.93,-0.74,1
-0.5,0.03,1
0.46,0.51,1
-0.26,0.15,1
-0.42,0.56,-1
-0.43,-0.78,1
-0.98,-0.61,1
0.09,-0.54,-1
-0.77,0.91,1
-0.04,0.08,-1
-0.36,-0.47,1
0.94,-0.93,1
0.13,0.3,1
0.38,0.11,1
0.71,0.43,-1
-0.56,-0.2,-1
-0.21,0.78,1
0.95,0.35,-1
-0.52,0.92,-1
-0.05,-0.33,-1
-0.03,0.34,1
0.03,-0.99,1
0.89,-0.86,-1
0.76,-0.86,-1
0.31,0.37,1
0.7,0.05,1
-0.22,0.79,1
0.89,-0.87,-1
-0.01,0.47,-1
0.8,-0.95,1
0.78,0.51,1
-0.87,-0.8,1
-0.5,0.01,-1
0.83,-0.88,-1
-0.31,0.07,-1
0.98,0.14,1
0.82,0.28,1
-0.39,-0.54,-1
0.75,0.44,1
-0.05,0.27,1
-0.5,0.53,-1
-0.89,-0.51,-1
-0.44,-0.42,1
-0.86,-0.85,1
0.45,0.64,-1
0.59,0.32,-1
-0.61,0.2,1
-0.65,0.95,-1
-1,-0.99,1
-0.97,0.94,-1
0.33,-0.44,-1
0,-0.35,-1
-0.19,-0.89,1
0.01,0.78,-1
0.44,-0.02,-1
0.47,-0.12,1
-0.06,-0.85,1
-0.11,0.45,1
-0.6,0.67,1
0.42,0.16,1
-0.74,0.44,-1
0.95,0.73,1
-0.11,-0.69,1
-0.87,-0.15,-1
-0.72,-0.91,1
-0.86,0.36,1
0.31,-0.83,1
-0.49,-0.6,1
0.46,0.31,-1
-0.97,-0.67,1
0.76,-0.59,1
0.57,0.28,1
0.65,0.76,-1
0.36,0.53,1
-0.25,0.51,1
-0.38,0.47,1
-0.1,-0.01,-1
0.34,0.62,1
0.07,-0.79,1
-0.2,-0.64,-1
-0.94,0.22,1
0.89,0.05,1
0.99,0.88,-1
0.85,-0.67,-1
0.7,0.29,1
-0.37,0.35,1
0.27,0.88,-1
0.82,0.02,-1
-0.66,-0.84,1
0.43,-0.68,1
0.03,0.35,1
-0.21,0.33,1
0.84,0.47,1
-0.12,-0.89,-1
-0.27,-0.06,1
-0.18,-0.15,-1
0.37,-0.08,-1
-0.47,-0.49,-1
-0.24,-0.53,1
1,-0.91,-1
0.42,0.33,1
-0.45,-0.76,-1
-0.28,-0.05,1
-1,0,1
0.85,-0.37,1
-0.16,-0.75,-1
0.53,-0.63,1
0.04,-0.1,1
-0.19,0.92,-1
-0.62,0.92,1
-0.32,0.11,1
-0.65,-0.01,1
-0.13,-0.3,1
0.11,-1,1
0.88,-0.63,1
-0.64,0.11,1
-0.54,-0.94,1
-0.21,0.8,1
0.58,0.54,-1
-0.16,-0.7,1
0.24,0.12,-1
-0.1,0.4,1
-0.24,-0.79,-1
0.98,-0.04,-1
0.35,-0.22,1
-0.4,-0.8,1
0.13,0.76,-1
0.35,0.13,1
-0.34,-0.85,1
-0.89,0.12,-1
-0.33,-0.9,-1
-0.86,0.85,1
0.63,0.99,-1
-0.29,-0.48,1
0.3,-0.38,-1
-0.45,-0.73,-1
-0.32,-0.02,-1
0.02,-0.78,1
0.65,-0.35,1
0.47,0.79,-1
-0.32,-0.83,1
0.06,-0.88,1
-0.58,0.32,-1
0.05,-0.82,1
-0.72,-0.12,-1
0.34,0.47,1
0.62,-0.39,1
-0.72,-0.02,-1
-0.11,0.16,-1
0.35,-0.12,1
-0.24,0.56,1
-0.5,-0.26,1
-0.09,-0.4,-1
0.27,0.7,1
0.5,0.26,-1
0.47,-0.69,1
0.81,-0.64,1
0.88,-0.66,1
0.1,-0.37,1
0.77,-0.84,1
0.14,0.23,1
0.33,0.01,1
0.61,0.89,1
-0.91,-0.88,-1
0.52,-0.48,1
-0.46,-0.93,1
0.92,0.1,1
-0.45,-0.87,1
-0.73,-0.55,1
-0.06,0.78,1
0.13,-0.7,-1
-0.19,-0.62,1
0.33,-0.43,1
0.78,-0.46,1
-0.82,-0.17,1
0.72,0.83,1
-0.69,0.01,1
0.57,0.98,-1
0.41,-0.24,-1
-0.81,-0.83,1
-0.23,-0.53,-1
-0.95,0.31,1
0.61,-0.74,1
0.72,0.86,-1
-0.9,-0.15,-1
-0.63,0.05,1
-0.68,0.44,1
0.99,-0.56,1
0.99,0.66,-1
0.48,0.17,1
-0.44,-0.38,-1
0.28,0.99,-1
0.32,-0.06,-1
0.96,-0.32,-1
-0.17,-0.64,1
0.92,-0.32,1
-0.93,0.46,-1
-0.85,0.47,-1
0.27,0.23,1
0.76,-0.58,-1
-0.15,-0.97,1
-0.94,-0.45,-1
0.18,0.1,1
0.54,0.1,-1
-0.87,-0.98,1
0.81,0.52,1
-0.02,0.12,1
-0.07,-0.36,1
-0.25,0.8,-1
-0.54,-0.84,1
-0.02,0.1,1
-0.33,-0.57,1
-0.02,-0.65,1
-0.04,-0.47,-1
-0.65,-0.5,-1
0.29,0.61,1
-0.5,0.1,1
-0.97,0.41,1
0.99,-0.72,-1
-0.14,0.14,1
-0.58,-0.48,1
0.76,-0.77,1
-0.93,0.96,-1
-0.52,-0.44,-1
-0.03,-0.15,1
-0.26,0.61,1
0.11,-0.71,1
-1,-0.5,-1
0.96,-0.31,-1
-0.88,0.35,1
0.33,0.26,1
-0.03,0.74,1
0.08,0.45,1
-0.02,0.57,-1
0.07,0.36,1
0.4,0.32,-1
-0.59,-0.45,-1
-0.52,1,1
0.22,-0.95,1
-0.27,-0.6,-1
-0.8,-0.25,-1
-0.77,-0.54,1
-0.23,0.39,1
-0.48,0.74,1
0.56,-0.96,1
-0.67,0.49,-1
-0.49,-0.68,1
-0.09,0.15,-1
-0.2,-0.26,1
0.61,0.62,1
-0.72,-0.9,1
0.17,-0.51,1
0.5,-0.71,1
-0.6,0.52,1
0.3,0.11,1
0.43,-0.85,-1
0.96,-0.26,1
-0.76,0.04,1
-0.11,0.54,-1
-0.11,0.15,1
0.09,0.03,-1
0.24,0.16,-1
-1,-0.25,1
-0.13,-0.88,1
-0.46,-0.83,1
-0.72,-0.75,1
-0.98,0.86,-1
-0.27,-0.46,-1
-0.32,0.78,1
0.18,-0.84,1
0.06,-0.79,-1
-1,0.35,-1
-0.13,0.66,1
0.45,0.89,1
-0.3,0.78,1
0.7,0,1
0.24,-0.06,1
0.25,0.41,1
0.33,-0.51,1
-0.46,0.86,1
0.57,0.36,1
0.68,0.25,-1
-0.57,-0.13,1
0.24,0.92,1
-0.53,-0.26,1
-0.05,0.25,-1
0.86,-0.05,1
0.28,0.56,-1
-0.01,-0.44,1
0.34,0.35,1
-0.49,-0.58,1
0.76,-0.83,1
-0.75,0.18,1
-0.93,-0.13,-1
-0.19,0.38,-1
-0.8,0.01,1
-0.04,-0.27,1
-0.66,0.3,1
-0.18,-0.85,1
-0.75,-0.18,1
0.07,-0.28,1
0.32,-0.92,1
-0.09,-0.55,1
0.01,0.15,-1
-0.89,0.68,1
0.38,-0.07,1
0.85,-1,-1
-0.19,-0.88,1
-0.57,0.8,1
-0.7,0.81,-1
0.5,0.58,1
0.2,-0.86,1
0.4,-0.66,1
-0.1,-0.27,-1
-0.8,0.99,1
0.8,-0.57,1
0.78,-0.02,1
-0.6,0.23,1
0.36,0.25,1
-0.63,0.3,1
-0.38,0.82,1
-0.53,-0.29,1
0.75,-0.59,-1
0.06,-0.61,-1
0.24,0.23,-1
0.06,0.18,1
0.67,0.35,1
0.46,-0.82,-1
-0.24,0.18,1
-0.24,0.78,1
-0.54,0.81,1
-0.45,0.29,-1
-0.32,-0.65,-1
0.47,-0.92,-1
-0.27,-0.05,1
-0.84,0.57,1
-0.87,0.53,1
-0.68,0.74,1
-0.64,-0.51,1
0.28,-0.74,-1
0.66,-0.63,1
-0.18,0.85,1
0.97,0.61,1
0.21,-0.4,-1
-0.28,0.94,-1
-0.7,-0.05,-1
0.55,-0.95,-1
-0.03,0.79,-1
-0.43,0.05,1
-0.14,-0.07,1
-0.76,-0.23,1
-0.28,-0.23,1
-0.34,0.37,1
-0.97,-0.28,-1
-0.84,0.05,1
0.03,0.38,1
-0.18,-0.33,1
-0.92,-0.31,1
0.66,0.35,1
0.7,-0.74,1
0.16,-0.7,1
0.1,0.04,1
0.53,0.46,-1
0.54,-0.32,1
-0.18,0.85,1
0.28,-0.15,1
-0.24,0.11,-1
0.46,0.77,-1
-0.48,-0.36,1
-0.51,-0.21,1
-0.64,0.43,1
0.77,0.79,-1
0.21,-0.74,1
-1,-0.52,1
-0.08,0.5,1
0.12,-0.02,-1
0.07,-0.14,1
0.8,0.37,1
-0.04,0.18,-1
0.89,0.91,1
-0.48,0.24,1
0.38,0.54,1
0.31,-0.93,1
0.15,0.32,1
-0.53,-0.99,-1
0.98,-0.04,-1
0.7,0.93,1
0.73,-0.02,-1
-0.21,-0.88,1
-0.98,0.06,1
-0.27,0.64,1
0.66,0.76,-1
-0.98,0.22,1
-0.49,0.15,1
0.91,0.25,-1
-0.48,-0.84,1
0.7,-0.74,1
0.09,0.32,-1
-0.05,-0.98,1
0.67,0.87,-1
0.93,0.27,-1
-0.99,-0.2,-1
0.44,-0.5,-1
0.2,-0.88,-1
0.86,0.63,1
0.03,0.69,1
-0.14,-0.87,1
-0.96,-0.87,1
-0.86,-0.95,-1
0.66,-0.83,-1
-0.87,-0.17,1
-1,0.97,1
-0.66,0.14,-1
0.89,-0.86,1
0.29,0.77,1
-0.66,-0.71,1
0.25,-0.53,1
0.81,-0.73,1
-0.57,0.14,-1
-0.86,-0.15,-1
-0.17,0.79,1
-0.03,-0.59,1
0.07,0.49,-1
0.58,-0.19,1
-0.96,-0.04,-1
0.94,0.74,-1
0.97,0.71,1
-0.2,-0.73,1
0.57,-0.75,-1
-0.23,0.47,1
-0.21,-0.71,-1
0.99,-0.5,1
0.19,-0.67,1
-0.83,-0.77,1
0.87,0.07,-1
0.61,0.19,-1
-0.23,-0.54,1
0.95,-0.81,1
0.99,0.28,-1
0.34,0.26,1
0.73,-0.29,1
0.89,-0.94,-1
0.61,0.69,1
0.53,-0.59,1
0.01,0.32,1
0.35,-0.36,1
-0.41,-0.27,1
0.84,-0.52,1
-0.07,-0.57,1
-0.97,0.04,1
0.86,0.07,-1
0.22,0.72,1
0.52,0.03,1
0.08,-0.58,1
0.77,-0.26,-1
0.31,0.98,1
-0.37,-0.05,-1
-0.55,0,-1
-0.2,0.1,1
-0.34,0.6,-1
0.43,-0.76,1
-0.81,0.94,1
-0.27,-0.24,1
0.9,-0.43,1
0.31,-0.48,1
0.02,0.06,-1
-0.2,1,-1
-0.35,0.23,1
0.16,-0.75,1
-0.31,0.54,1
0.93,0.83,1
-0.94,0.1,1
0.74,-0.56,-1
-0.99,0.83,-1
-0.92,0.7,1
-0.21,-0.56,1
0.15,0.59,1
0.41,0.13,-1
-0.41,0.25,1
-0.95,-0.12,1
0.2,0.19,-1
0.6,0.32,1
-0.17,0.8,1
-0.76,0.63,-1
-0.52,-0.19,1
0.36,0.47,-1
-0.07,0.97,1
0.3,0.86,-1
-0.49,0.38,1
0.34,-0.56,-1
-0.76,0.23,-1
-0.46,0.9,1
-0.86,0.25,1
-0.17,0.81,-1
-0.82,-0.8,-1
-0.1,-0.51,1
-0.11,0.07,1
0.24,0.49,1
0.03,-0.33,1
-0.93,0.38,1
0.81,-0.36,-1
-0.99,0.74,1
-0.55,0.8,1
0.29,-0.17,1
0.4,-0.64,-1
-0.1,-0.33,1
0.71,-0.29,1
0.31,-0.65,1
0.74,-0.66,-1
0.56,0.74,1
0.84,-0.25,-1
0.75,-0.4,-1
0.13,0.44,1
-0.8,0.16,-1
0.04,0.74,1
-0.8,-0.14,1
0.89,0.9,1
0.36,-0.94,1
-0.75,-0.69,1
-0.85,0.56,-1
-0.02,0,1
-0.11,-0.45,1
-0.64,0.38,-1
-0.3,0,1
-0.27,0.51,1
-0.04,0.72,-1
0.9,0.56,1
0.03,0.47,1
-0.73,-0.05,-1
0.8,-0.38,1
-0.65,0.88,1
-0.16,-0.35,1
-0.48,0.49,-1
0.07,0.49,1
-0.76,-0.91,1
0.48,0.02,-1
-0.19,0.43,1
0.98,0.44,1
-0.23,0.46,1
0.14,-0.17,-1
-0.66,0.62,-1
-0.68,0.59,1
0.4,0.66,-1
0.52,0.1,-1
-0.66,0.89,1
0.19,0.23,-1
-0.41,0.72,-1
0.1,0.02,1
0.04,-0.28,1
0.13,-0.03,-1
-0.92,-0.89,-1
-0.31,-0.41,1
0.26,0.44,1
0.47,-0.03,-1
-0.83,-0.8,1
0.81,-0.9,1
0.58,-0.82,1
-0.86,-0.52,1
0.01,0.97,-1
-0.14,0.56,-1
0.5,0.62,-1
0.28,0.85,-1
0.21,0.43,1
-0.46,0.82,-1
-0.32,-0.22,1
0.14,-0.15,1
0.97,0.72,1
-0.41,-0.71,1
-0.88,-0.44,1
-0.53,1,1
-0.7,-0.26,1
0.75,0.58,-1
-0.48,0.78,1
-0.21,0.89,1
0.13,-0.57,-1
0.13,-0.82,1
-0.38,0.46,1
-0.72,-0.35,-1
-0.78,-0.22,1
-0.37,-0.3,-1
0.56,-0.65,1
-0.24,0.75,1
0.49,-0.41,-1
-0.83,0.96,-1
0.88,-0.18,-1
-0.37,-0.27,1
0.24,-0.11,1
-0.21,-0.63,1
0.13,0.14,1
-0.34,0.16,1
0.99,-0.59,1
0.79,-0.52,1
1,-0.63,1
-0.33,-0.02,1
0.9,-0.15,-1
-0.22,-0.57,1
0.91,-0.74,1
0.63,0.03,1
0.46,0.43,1
0.62,0.02,1
-0.82,0.22,1
0.67,0.55,1
-0.71,-0.26,1
-0.8,0.91,1
-0.95,-0.81,1
0.77,0.84,-1
-0.71,0.24,1
0.71,0.62,1
0.07,0.45,-1
0.89,0.2,1
-0.57,0.23,1
-0.19,0.56,1
-0.98,-0.31,1
0.79,-0.12,1
-0.56,-0.66,1
-0.26,-0.17,-1
0.12,0.55,-1
-0.24,-0.42,1
-0.29,-0.57,1
0.54,-0.9,-1
-0.7,-0.47,1
-0.43,0.66,-1
0.89,-0.88,1
0.95,-0.75,-1
0.53,-0.46,1
-0.62,0.61,1
-0.16,-0.97,1
-0.72,0.87,1
0.76,-0.96,1
-0.84,-0.71,1
-0.25,-0.61,1
-0.89,0.73,1
0.78,-0.97,1
-0.38,0.41,-1
-0.53,0.42,1
0.93,0.34,-1
-0.4,0.02,1
0.92,0.51,1
0.76,0.79,1
0.68,-0.64,1
-0.47,0.8,1
-0.85,-0.06,1
-0.56,-0.1,1
0.19,-0.51,-1
0.43,0.26,-1
0.34,0.06,-1
0.72,-0.5,1
0.18,-0.78,-1
-0.15,0.92,1
-0.6,0.78,-1
0.7,-0.39,1
0.42,0.12,1
0.03,-0.25,1
-0.35,0.16,1
0.73,0.98,-1
-0.86,-0.28,-1
0.94,0.81,1
-0.58,0.69,1
-0.3,0.24,-1
0.6,0.38,1
0.74,-0.81,1
0.41,-0.03,1
-0.54,0.64,1
-0.51,-0.42,1
0.15,-0.18,-1
-0.33,0.17,-1
-0.86,-0.78,-1
-0.65,-0.43,1
-0.74,-0.17,-1
-0.92,-0.38,1
0.39,0.42,1
0.75,0.16,1
0.39,0.03,-1
-0.91,0.5,-1
-0.22,-0.05,-1
0.67,0.96,-1
-0.89,-0.57,1
-0.95,-0.62,1
-0.18,0.3,1
-0.32,-0.57,-1
0.19,0.19,-1
0.5,-0.47,1
0.52,0.76,-1
-0.35,-0.06,1
-0.41,-0.35,1
0.59,0.48,-1
-0.87,0.93,1
-0.19,-0.53,1
-0.14,-0.18,-1
0.93,0.59,1
0.08,-0.37,-1
0.15,0.83,1
-0.64,0.81,1
-0.55,0.7,1
0.59,-0.7,-1
-0.24,-0.41,1
-0.94,-0.1,1
0.57,0.61,-1
0.42,-0.17,-1
0.67,0.64,1
0.35,0.79,-1
-0.99,0.71,1
0.66,0.09,1
-0.15,0.36,-1
-0.04,-0.12,1
-0.12,0.15,1
-0.58,0.6,-1
0.03,-0.78,-1
-0.17,0.69,1
0.97,-0.89,1
-0.97,-0.4,1
0.04,-0.43,1
0,-0.29,1
-0.57,0.09,-1
-0.14,0.15,1
-0.03,0.67,1
-0.36,-0.11,-1
-0.56,-0.58,1
-0.54,-0.72,1
-0.62,-0.1,-1
-0.04,-0.21,-1
-0.55,-0.63,1
-0.32,-0.76,1
-0.59,-0.94,1
0.91,0.47,-1
0.22,-0.55,1
-0.86,0.3,1
0.02,0.56,-1
-0.81,-0.08,1
0.84,-0.3,1
0.01,0.74,1
0.64,0.55,1
-0.98,-0.09,1
0.94,0.4,-1
0.31,0.73,1
-1,0.84,1
0.21,0.59,1
-0.81,0.79,1
-0.28,0.42,-1
-0.33,0.57,1
0.46,-0.59,-1
-0.89,-0.23,1
0.59,0.23,1
-0.15,-0.55,-1
-0.52,-0.8,-1
0.72,-0.26,1
0.62,0.25,-1
0.81,-0.48,1
0.43,-0.27,1
0.17,0.66,1
0.85,-0.02,1
0.28,0.23,1
0.01,0.75,1
-0.93,0.37,1
-0.84,0.06,1
-0.64,-0.75,1
-0.61,0.26,1
-0.47,0.47,1
-0.48,0.15,1
-0.89,0.47,1
0.01,0.29,1
-0.05,-0.55,-1
-0.3,0.48,1
0.61,0.61,1
-0.43,-0.34,-1
-0.47,-0.92,1
0.28,0.91,1
-0.69,0.97,1
-0.5,0.96,1
-0.94,0.3,1
0.96,-0.76,-1
-0.33,0.92,1
-0.91,0.39,-1
0.16,-0.61,1
-0.41,-0.57,1
0.09,-0.65,1
-0.42,0.82,1
-0.26,0.97,1
0.35,-0.68,1
0.36,-0.57,1
0.43,0.36,-1
-0.74,-0.56,-1
0.61,0.01,1
0.85,0.2,1
0.93,0.82,-1
0.74,-0.42,1
-0.71,-0.36,-1
-0.92,-0.96,-1
0.08,0.75,1
0.65,0.47,1
-0.57,0.33,1
-0.96,0.48,1
-0.91,-0.87,1
0.98,-0.91,1
0.69,0.09,-1
-0.7,-0.61,-1
-0.03,0.75,1
-0.94,-0.9,1
0.13,0.63,-1
0.98,0.33,-1
0.35,-0.9,1
-0.12,-0.1,1
0.97,0.69,-1
-0.92,0.51,1
-0.27,-0.88,1
0.52,-0.56,-1
-0.72,-0.45,1
0.05,0.83,-1
-0.04,0.82,1
-0.82,-0.84,-1
0.93,-0.99,1
-0.35,-0.67,1
0.79,0.24,1
0.42,-0.89,-1
0.12,-0.7,1
-0.34,0.91,1
0.42,0.6,1
-0.98,0.38,1
-0.26,0.77,-1
-0.62,0.44,-1
0.29,-0.17,1
-0.96,-0.57,-1
0.23,-0.12,1
0.27,0.53,1
0.52,0.76,1
0.49,0.04,1
0.56,-0.94,1
0.49,-0.36,1
0.9,0.2,1
-0.28,0.62,-1
0.62,-0.08,-1
-0.04,-0.93,1
0.02,-0.9,-1
0.99,-0.34,-1
0.11,-0.46,-1
0.6,-0.41,1
0.65,0.08,1
-0.5,-0.43,1
-0.5,-0.15,-1
0.82,0.33,-1
0.68,0.87,-1
-0.81,-0.77,1
0.49,-0.68,-1
0.24,0.99,1
-0.14,0.01,1
0.53,-0.84,1
0.91,0.91,-1
-0.4,0.35,1
0.41,-0.24,1
